timestamp,open,high,low,close,volume,delta
2019-07-05 12:00:00,0.004224311309949621,0.004090764731256192,0.003702529666599819,0.003156990400455949,0.04119789582536913,
2019-07-05 16:00:00,0.0031530227017915564,0.0029176409404221863,0.0034725142340018885,0.0030870130461395267,0.012524553597278455,-6.997735431642227e-05
2019-07-05 20:00:00,0.0030978001909040794,0.003106976781981404,0.00357846509264231,0.003342753577978661,0.006639536545275519,0.0002557405318391343
2019-07-06 00:00:00,0.0033588776087894005,0.003200425802493464,0.003693904087877396,0.0031978807821950632,0.008714478387955528,-0.00014487279578359775
2019-07-06 04:00:00,0.0032089477891534286,0.0030244978638772815,0.003558770021226112,0.003047387315382034,0.004701901976446245,-0.000150493466813029
2019-07-06 08:00:00,0.0030720858919412097,0.002860623494573524,0.0035301618517967447,0.003012539154999559,0.0034284581560100917,-3.484816038247518e-05
2019-07-06 12:00:00,0.003018268534002524,0.002844777791095392,0.00353001809215137,0.0030317899532753614,0.004832631872329039,1.92507982758024e-05
2019-07-06 16:00:00,0.0030370975835163202,0.0028306927213370527,0.003335942570896867,0.0027788597569509436,0.005248105255917208,-0.00025293019632441783
2019-07-06 20:00:00,0.0027924604551318507,0.0026488057147461873,0.003206846409351278,0.0028227009909805095,0.0045372643738343325,4.3841234029565884e-05
2019-07-07 00:00:00,0.0028388305024419453,0.0026333663113572384,0.0032568747659413276,0.0027945976358333515,0.002976771053324869,-2.810335514715802e-05
2019-07-07 04:00:00,0.0027940061233755207,0.002679007354708781,0.0033073344014674984,0.0028648560237012457,0.002567348956581732,7.025838786789418e-05
2019-07-07 08:00:00,0.002875364479110505,0.002684695555957341,0.003366275856070719,0.0028232630580834524,0.0029754276437448705,-4.159296561779321e-05
2019-07-07 12:00:00,0.00282899443180041,0.002623073375764606,0.0033287545886281807,0.0027666347974619294,0.0024519256996414006,-5.6628260621523034e-05
2019-07-07 16:00:00,0.0027779873797593065,0.002804147782177105,0.0033142348644454363,0.0028871981910432356,0.003666666840441196,0.00012056339358130618
2019-07-07 20:00:00,0.0028977064109962777,0.0027362956672835658,0.0034313989754250077,0.002875675815432901,0.0017652420073087133,-1.1522375610334423e-05
2019-07-08 00:00:00,0.0028863246721110725,0.002684695555957341,0.0033718824822402934,0.0028010614075171976,0.0011396339720162359,-7.461440791570358e-05
2019-07-08 04:00:00,0.002811570535235405,0.0026095300394585108,0.0032945397930292386,0.0027790002737266796,0.0011000557225034344,-2.206113379051803e-05
2019-07-08 08:00:00,0.0027942871539652792,0.002674673487090831,0.003334361214797756,0.002891554211091045,0.00246938663672289,0.00011255393736436543
2019-07-08 12:00:00,0.00288983755448305,0.002676840420899806,0.0032568747659413276,0.0027813890589141873,0.0014489112219407449,-0.00011016515217685766
2019-07-08 16:00:00,0.002792882001016488,0.0026355332451662144,0.0033112159118925885,0.002828040628458469,0.0015521711818610217,4.665156954428151e-05
